BMass,cosThetaKMu
5.277185916900635,0.6556517481803894
5.257143020629883,0.42352455854415894
5.313614845275879,0.15467284619808197
5.27218770980835,0.8044301867485046
5.252870559692383,0.37727147340774536
5.300968647003174,0.04164870083332062
5.266444683074951,0.3652988374233246
5.241390705108643,0.6282448172569275
5.294920444488525,0.5417898297309875
5.342153072357178,0.46855953335762024
5.2787909507751465,0.15180270373821259
5.301482200622559,0.722492516040802
5.26321268081665,0.5491842031478882
5.308045387268066,0.3119673430919647
5.298432350158691,0.16469383239746094
5.257185935974121,0.7315465807914734
5.274019241333008,0.7526296377182007
5.348174571990967,0.8159415125846863
5.16318941116333,0.7397475242614746
5.2995405197143555,0.0553685761988163
5.304478168487549,0.11607372760772705
5.236017227172852,0.8242191672325134
5.286498546600342,0.23205611109733582
5.290399551391602,0.35414835810661316
5.266180038452148,0.33643990755081177
5.278184413909912,0.43072274327278137
5.288022994995117,0.778647780418396
5.263113498687744,0.5620590448379517
5.2880353927612305,0.5527940988540649
5.249157905578613,0.105628602206707
5.276249408721924,0.8534138798713684
5.205933570861816,0.8206122517585754
5.252805233001709,0.03263891860842705
5.1545281410217285,0.017073865979909897
5.318574905395508,0.7998799085617065
5.340740203857422,0.05098988860845566
5.334451675415039,0.7643488645553589
5.266963481903076,0.11882952600717545
5.265744209289551,0.5743948221206665
5.087813854217529,0.8064180016517639
5.316967964172363,0.520233690738678
5.2689995765686035,0.6023759841918945
5.290508270263672,0.2545141279697418
5.287871360778809,0.5135863423347473
5.322782039642334,0.4487721025943756
5.312614917755127,0.4139343202114105
5.17071533203125,0.6967535018920898
5.265636444091797,0.2846458852291107
5.270618915557861,0.14616598188877106
5.2497076988220215,0.7845946550369263
5.2497782707214355,0.11611698567867279
5.320786476135254,0.7231144905090332
5.307232856750488,0.014485826715826988
5.283484935760498,0.19388937950134277
5.270628452301025,0.2412189096212387
5.324268341064453,0.7522928714752197
5.277032852172852,0.5181804299354553
5.275629043579102,0.02124142460525036
5.293394565582275,0.5929924845695496
5.235909461975098,0.3741072416305542
5.29641580581665,0.6465345025062561
5.256170272827148,0.0360662005841732
5.270980358123779,0.7067254185676575
5.292112827301025,0.14053994417190552
5.31407356262207,0.28337153792381287
5.232833385467529,0.6689328551292419
5.220439434051514,0.04894162341952324
5.278426170349121,0.2051490694284439
5.3142313957214355,0.3505610227584839
5.307805061340332,0.571893036365509
5.28944730758667,0.6063157320022583
5.251635551452637,0.004065526183694601
5.26934289932251,0.5132496356964111
5.196753978729248,0.5865559577941895
5.269254207611084,0.0011405112454667687
5.301188945770264,0.4821491539478302
5.251152515411377,0.06586132943630219
5.302020072937012,0.1668572574853897
5.2926435470581055,0.1962195187807083
5.277264595031738,0.3762989640235901
5.284857749938965,0.4924573600292206
5.263530731201172,0.09357467293739319
5.275447845458984,0.6950187087059021
5.2419562339782715,0.18021179735660553
5.281343936920166,0.23312148451805115
5.255795478820801,0.584057629108429
5.270124912261963,0.5687951445579529
5.105363368988037,0.11127659678459167
5.274958610534668,0.5509198904037476
5.269694805145264,0.4701559245586395
5.299111366271973,0.0973442792892456
5.304015636444092,0.30037322640419006
5.271307945251465,0.21087579429149628
5.281478404998779,0.5100246071815491
5.26279354095459,0.6969372034072876
5.261817455291748,0.6635605692863464
5.282071590423584,0.21543428301811218
5.308351039886475,0.4853622019290924
5.2717814445495605,0.7235284447669983
5.273532867431641,0.22777093946933746
5.264899253845215,0.5439462065696716
5.1551899909973145,0.6081858277320862
5.277932167053223,0.08543062955141068
5.339499473571777,0.5345771312713623
5.301421642303467,0.351007342338562
5.255434513092041,0.5422885417938232
5.298559188842773,0.8523830771446228
5.2850117683410645,0.04113594815135002
5.293384075164795,0.5715686678886414
5.300784587860107,0.2299225777387619
5.3825764656066895,0.46333950757980347
5.244278907775879,0.4856511652469635
5.383003234863281,0.421527624130249
5.267862796783447,0.39854633808135986
5.299418926239014,0.22954197227954865
5.174694061279297,0.06058664619922638
5.285170078277588,0.011976389214396477
5.283385276794434,0.2882392108440399
5.278520584106445,0.7099593281745911
5.263102054595947,0.4746650457382202
5.280745506286621,0.19156575202941895
5.28828239440918,0.6218949556350708
5.2667694091796875,0.6203348636627197
5.271621227264404,0.27780792117118835
5.276556491851807,0.7807938456535339
5.318750858306885,0.3773212134838104
5.188928127288818,0.8208207488059998
5.310964107513428,0.39436468482017517
5.21760892868042,0.5834971070289612
5.252135753631592,0.34284287691116333
5.187716960906982,0.3678252398967743
5.312717437744141,0.5182958245277405
5.362896919250488,0.12039145082235336
5.289968490600586,0.3270009160041809
5.291627883911133,0.36700257658958435
5.295890808105469,0.5645380616188049
5.26569128036499,0.09212636947631836
5.261799335479736,0.7079245448112488
5.257734298706055,0.0073424289003014565
5.294764518737793,0.11364134401082993
5.3336358070373535,0.12749041616916656
5.25676155090332,0.4586849808692932
5.297876834869385,0.15967227518558502
5.283094882965088,0.06320621073246002
5.269254684448242,0.17425069212913513
5.305120468139648,0.5762256979942322
5.277142524719238,0.551435112953186
5.314141750335693,0.47756990790367126
5.305689811706543,0.35245877504348755
5.276782989501953,0.6797740459442139
5.295249938964844,0.06365177780389786
5.304263591766357,0.4671469032764435
5.202066421508789,0.10238764435052872
5.215538501739502,0.1918109655380249
5.204220294952393,0.4114874005317688
5.326837539672852,0.1813098043203354
5.285886764526367,0.9092957377433777
5.261361122131348,0.746380627155304
5.32375431060791,0.3411051332950592
5.305079460144043,0.554328978061676
5.302549362182617,0.5321526527404785
5.31617546081543,0.20650742948055267
5.248080730438232,0.6021304726600647
5.294118881225586,0.13504870235919952
5.2629547119140625,0.17809033393859863
5.309678554534912,0.4782707989215851
5.311172962188721,0.31891873478889465
5.315659523010254,0.38473039865493774
5.283838272094727,0.7549325227737427
5.268431663513184,0.21671707928180695
5.330266952514648,0.3878518044948578
5.278214931488037,0.5425339937210083
5.280071258544922,0.46300452947616577
5.287278652191162,0.9003638029098511
5.314148426055908,0.7100394368171692
5.29227876663208,0.7094582915306091
5.300518035888672,0.6668587923049927
5.25824499130249,0.3395198583602905
5.273462295532227,0.5979213714599609
5.247183322906494,0.733130693435669
5.297137260437012,0.20240043103694916
5.250189304351807,0.7038162350654602
5.2903642654418945,0.14778512716293335
5.366513252258301,0.031519923359155655
5.296744346618652,0.30771636962890625
5.282055854797363,0.5424433350563049
5.262396812438965,0.1926671862602234
5.228216648101807,0.3569157123565674
5.261621475219727,0.4200039803981781
5.307568073272705,0.5217772722244263
